sent_id,clean_text,raw_text
NSDC_UA_28_Feb2014-366,Це авантюра .,Це авантюра .
NSDC_UA_28_Feb2014-367,Їх там розстріляють і розчавлять танками .,Їх там розстріляють і розчавлять танками .
NSDC_UA_28_Feb2014-368,Це буде привід для введення військ у континентальну Україну .,Це буде привід для введення військ у континентальну Україну .
NSDC_UA_28_Feb2014-369,А у нас вже не буде навіть ким Київ захищати .,А у нас вже не буде навіть ким Київ захищати .
NSDC_UA_28_Feb2014-37,Наступний момент .,Наступний момент .
NSDC_UA_28_Feb2014-370,Друге .,Друге .
NSDC_UA_28_Feb2014-371,Я пропоную зробити брифінг МЗС за участю керівників розвідувальних органів та запросити керівників дипломатичних установ усіх провідних країн .,Я пропоную зробити брифінг МЗС за участю керівників розвідувальних органів та запросити керівників дипломатичних установ усіх провідних країн .
NSDC_UA_28_Feb2014-372,"Тому що , коли встануть професіонали і скажуть послам про це все , то може бути сприйнято зовсім інакше .","Тому що , коли встануть професіонали і скажуть послам про це все , то може бути сприйнято зовсім інакше ."
NSDC_UA_28_Feb2014-373,Це важливий момент .,Це важливий момент .
NSDC_UA_28_Feb2014-374,І третє .,І третє .
NSDC_UA_28_Feb2014-375,Потрібно працювати з кримськими татарами досить конкретно .,Потрібно працювати з кримськими татарами досить конкретно .
NSDC_UA_28_Feb2014-376,Доповідь закінчено .,Доповідь закінчено .
NSDC_UA_28_Feb2014-377,Дякую !,Дякую !
NSDC_UA_28_Feb2014-378,"Будь ласка , Міністр оборони .","Будь ласка , Міністр оборони ."
NSDC_UA_28_Feb2014-379,На кордоні відбувається накопичення російських військ .,На кордоні відбувається накопичення російських військ .
NSDC_UA_28_Feb2014-38,"Що стосується аеропортів : "" Сімферополь "" вдалось практично деблокувати , окрім одного аспекту , - проросійськи налаштована масовка залишається ззовні , а військовослужбовці РФ залишаються поки що в аерорусі .","Що стосується аеропортів : "" Сімферополь "" вдалось практично деблокувати , окрім одного аспекту , — проросійськи налаштована масовка залишається ззовні , а військовослужбовці РФ залишаються поки що в аерорусі ."
NSDC_UA_28_Feb2014-380,"Нам треба розтягувати наявні ресурси вздовж кордону , займати оборону , паралельно проводити масштабні навчання .","Нам треба розтягувати наявні ресурси вздовж кордону , займати оборону , паралельно проводити масштабні навчання ."
NSDC_UA_28_Feb2014-381,Але для цього потрібні фінанси .,Але для цього потрібні фінанси .
NSDC_UA_28_Feb2014-382,"Олександре Валентиновичу , підтримайте , дайте наказ , нехай Уряд пошукає .","Олександре Валентиновичу , підтримайте , дайте наказ , нехай Уряд пошукає ."
NSDC_UA_28_Feb2014-383,"Вибачте , Олександре Валентиновичу .","Вибачте , Олександре Валентиновичу ."
NSDC_UA_28_Feb2014-384,Голова Держдуми Росії Наришкін просить з Вами термінову розмову по телефону .,Голова Держдуми Росії Наришкін просить з Вами термінову розмову по телефону .
NSDC_UA_28_Feb2014-385,Він очолює російський парламент та відповідає Вам як Голові Верховної Ради за статусом .,Він очолює російський парламент та відповідає Вам як Голові Верховної Ради за статусом .
NSDC_UA_28_Feb2014-386,Треба говорити .,Треба говорити .
NSDC_UA_28_Feb2014-387,"Добре , поговоримо !","Добре , поговоримо !"
NSDC_UA_28_Feb2014-388,Давайте зробимо паузу в нашій роботі на 5-10 хвилин !..,Давайте зробимо паузу в нашій роботі на 5—10 хвилин !..
NSDC_UA_28_Feb2014-389,Поговорили … Що сказати ?,Поговорили … Що сказати ?
NSDC_UA_28_Feb2014-39,"Всі інші військові РФ , що стояли , - 300 , на льотному полі або блокували потім VIP-зону аеропорту "" Сімферополь "" , перейшли в ресторан за російською традицією пити горілку .","Всі інші військові РФ , що стояли , — 300 , на льотному полі або блокували потім VIP-зону аеропорту "" Сімферополь "" , перейшли в ресторан за російською традицією пити горілку ."
NSDC_UA_28_Feb2014-390,Наришкін передав мені погрози від Путіна .,Наришкін передав мені погрози від Путіна .
NSDC_UA_28_Feb2014-391,"Вони не виключають , як він сказав , прийняття жорстких рішень щодо України за переслідування росіян та російськомовних .","Вони не виключають , як він сказав , прийняття жорстких рішень щодо України за переслідування росіян та російськомовних ."
NSDC_UA_28_Feb2014-392,Мабуть натякають на прийняття рішення щодо введення військ не тільки до Криму .,Мабуть натякають на прийняття рішення щодо введення військ не тільки до Криму .
NSDC_UA_28_Feb2014-393,"Передав слова Путіна , що якщо загине хоч один росіянин , вони оголосять нас військовими злочинцями і будуть переслідувати по всьому світу .","Передав слова Путіна , що якщо загине хоч один росіянин , вони оголосять нас військовими злочинцями і будуть переслідувати по всьому світу ."
NSDC_UA_28_Feb2014-394,"Я відповів , що , розпочавши агресію проти України , вони вже стали злочинцями і будуть відповідати перед міжнародним судом .","Я відповів , що , розпочавши агресію проти України , вони вже стали злочинцями і будуть відповідати перед міжнародним судом ."
NSDC_UA_28_Feb2014-395,"Тобто , десь так поговорили …","Тобто , десь так поговорили …"
NSDC_UA_28_Feb2014-396,Продовжуємо нашу роботу .,Продовжуємо нашу роботу .
NSDC_UA_28_Feb2014-397,Давайте завершувати обговорення !,Давайте завершувати обговорення !
NSDC_UA_28_Feb2014-398,"Шановні колеги , треба приймати рішення .","Шановні колеги , треба приймати рішення ."
NSDC_UA_28_Feb2014-399,"Головне питання , яке я поставлю на голосування - це введення воєнного стану .","Головне питання , яке я поставлю на голосування — це введення воєнного стану ."
NSDC_UA_28_Feb2014-4,"Це питання сепаратизму , який штучно підтримується і розповсюджується на території України .","Це питання сепаратизму , який штучно підтримується і розповсюджується на території України ."
NSDC_UA_28_Feb2014-40,"Аеропорт "" Бельбек "" .","Аеропорт "" Бельбек "" ."
NSDC_UA_28_Feb2014-400,"Олександр Валентинович , Ви що не бачите , що я руку тримаю ?","Олександр Валентинович , Ви що не бачите , що я руку тримаю ?"
NSDC_UA_28_Feb2014-401,"Будь ласка , Юлія Володимирівна .","Будь ласка , Юлія Володимирівна ."
NSDC_UA_28_Feb2014-402,"Шановні друзі , я не хотіла виступати , але як лідер найбільшої партії коаліції не можу мовчати .","Шановні друзі , я не хотіла виступати , але як лідер найбільшої партії коаліції не можу мовчати ."
NSDC_UA_28_Feb2014-403,"Ціна сьогоднішнього рішення неймовірно висока , і ми не маємо права на помилку .","Ціна сьогоднішнього рішення неймовірно висока , і ми не маємо права на помилку ."
NSDC_UA_28_Feb2014-404,"Я провела консультації з найдосвідченішими людьми і можу сказати , що Путін хоче реалізувати абхазький сценарій і тільки чекає , аби ми дали йому привід .","Я провела консультації з найдосвідченішими людьми і можу сказати , що Путін хоче реалізувати абхазький сценарій і тільки чекає , аби ми дали йому привід ."
NSDC_UA_28_Feb2014-405,"Ви пригадуєте , як тоді повівся на його провокацію Саакашвілі , і програв !","Ви пригадуєте , як тоді повівся на його провокацію Саакашвілі , і програв !"
NSDC_UA_28_Feb2014-406,Ми не маємо права повторювати його помилок .,Ми не маємо права повторювати його помилок .
NSDC_UA_28_Feb2014-407,"Тому закликаю всіх і кожного сім разів подумати перед тим , як зробити хоч один крок .","Тому закликаю всіх і кожного сім разів подумати перед тим , як зробити хоч один крок ."
NSDC_UA_28_Feb2014-408,Що я хочу сказати .,Що я хочу сказати .
NSDC_UA_28_Feb2014-409,"Якби в нас був хоча б один шанс зі ста виграти в Путіна , я була б перша , хто б підтримав активні дії .","Якби в нас був хоча б один шанс зі ста виграти в Путіна , я була б перша , хто б підтримав активні дії ."
NSDC_UA_28_Feb2014-41,"Військова частина повністю оточена військовослужбовцями Чорноморського флоту Російської Федерації вже не приховано : стоять і техніка , і важке озброєння , але по периметру .","Військова частина повністю оточена військовослужбовцями Чорноморського флоту Російської Федерації вже не приховано : стоять і техніка , і важке озброєння , але по периметру ."
NSDC_UA_28_Feb2014-410,"Але подивіться , в якому стані зараз наша Армія .","Але подивіться , в якому стані зараз наша Армія ."
NSDC_UA_28_Feb2014-411,"Подивіться , чи можемо ми протистояти йому в Криму , де на порядок більше російських солдатів , найсучасніша зброя та повноцінні російські військові бази ?","Подивіться , чи можемо ми протистояти йому в Криму , де на порядок більше російських солдатів , найсучасніша зброя та повноцінні російські військові бази ?"
NSDC_UA_28_Feb2014-412,"Я також розмовляла з нашими закордонними партнерами , і вони теж підтверджують - російські війська на кордонах , і просять не робити жодних рухів .","Я також розмовляла з нашими закордонними партнерами , і вони теж підтверджують — російські війська на кордонах , і просять не робити жодних рухів ."
NSDC_UA_28_Feb2014-413,"Ми маємо їх послухати , бо без них ми абсолютно безсилі .","Ми маємо їх послухати , бо без них ми абсолютно безсилі ."
NSDC_UA_28_Feb2014-414,Тому ми маємо сьогодні благати все міжнародне співтовариство стати на захист України .,Тому ми маємо сьогодні благати все міжнародне співтовариство стати на захист України .
NSDC_UA_28_Feb2014-415,Це наша єдина надія .,Це наша єдина надія .
NSDC_UA_28_Feb2014-416,Ніякого воєнного стану й активізації наших військ !,Ніякого воєнного стану й активізації наших військ !
NSDC_UA_28_Feb2014-417,"Ми маємо стати самою мирною нацією на планеті , просто поводити себе як голуби миру …","Ми маємо стати самою мирною нацією на планеті , просто поводити себе як голуби миру …"
NSDC_UA_28_Feb2014-418,Ви пропонуєте нічого не робити ?,Ви пропонуєте нічого не робити ?
NSDC_UA_28_Feb2014-419,Маємо придумати якісь нестандартні ходи .,Маємо придумати якісь нестандартні ходи .
NSDC_UA_28_Feb2014-42,Заблокована військова частина .,Заблокована військова частина .
NSDC_UA_28_Feb2014-420,"Наприклад , запросити лідерів європейських країн на якийсь мирний саміт до Києва чи до Криму .","Наприклад , запросити лідерів європейських країн на якийсь мирний саміт до Києва чи до Криму ."
NSDC_UA_28_Feb2014-421,Провести конференцію з питань миру .,Провести конференцію з питань миру .
NSDC_UA_28_Feb2014-422,"Маємо всі разом писати звернення в ООН , до НАТО , США за миротворчими військами .","Маємо всі разом писати звернення в ООН , до НАТО , США за миротворчими військами ."
NSDC_UA_28_Feb2014-423,Задіяти всі дипломатичні зв'язки .,Задіяти всі дипломатичні зв'язки .
NSDC_UA_28_Feb2014-424,І тому я дуже прошу вас не робити поспішних кроків .,І тому я дуже прошу вас не робити поспішних кроків .
NSDC_UA_28_Feb2014-425,"Я не можу голосувати , бо не є членом Ради нацбезпеки , але прошу почути мене , оцінити все і в жодному разі не запроваджувати воєнний стан та не потрапити до пастки Путіна .","Я не можу голосувати , бо не є членом Ради нацбезпеки , але прошу почути мене , оцінити все і в жодному разі не запроваджувати воєнний стан та не потрапити до пастки Путіна ."
NSDC_UA_28_Feb2014-426,"Інформація , що надходить нашими каналами , повністю підтверджує готовність Росії до введення військ , що концентруються вздовж нашого кордону .","Інформація , що надходить нашими каналами , повністю підтверджує готовність Росії до введення військ , що концентруються вздовж нашого кордону ."
NSDC_UA_28_Feb2014-427,"І американці , і німці , - всі в один голос просять нас не починати будь-яких активних дій , бо , за даними їхніх розвідок , Путін використає це для початку широкомасштабного сухопутного вторгнення .","І американці , і німці , — всі в один голос просять нас не починати будь-яких активних дій , бо , за даними їхніх розвідок , Путін використає це для початку широкомасштабного сухопутного вторгнення ."
NSDC_UA_28_Feb2014-428,"Ми маємо почути західних партнерів , а їм потрібен час для ухвалення рішень .","Ми маємо почути західних партнерів , а їм потрібен час для ухвалення рішень ."
NSDC_UA_28_Feb2014-429,Давайте завершувати обговорення !,Давайте завершувати обговорення !
NSDC_UA_28_Feb2014-43,"Я думаю , що це , знову ж таки , командувач Державної прикордонної служби або , я думаю , що це все ж таки Міністерство оборони скаже чіткіше .","Я думаю , що це , знову ж таки , командувач Державної прикордонної служби або , я думаю , що це все ж таки Міністерство оборони скаже чіткіше ."
NSDC_UA_28_Feb2014-430,"Якщо зважити рівень готовності російських військ на наших східних кордонах , то ми маємо зробити все , аби бути спроможними захищатися .","Якщо зважити рівень готовності російських військ на наших східних кордонах , то ми маємо зробити все , аби бути спроможними захищатися ."
NSDC_UA_28_Feb2014-431,Росіяни будуть рахуватися лише з сильними .,Росіяни будуть рахуватися лише з сильними .
NSDC_UA_28_Feb2014-432,"Але в тому то й справа , що ми слабкі .","Але в тому то й справа , що ми слабкі ."
NSDC_UA_28_Feb2014-433,"Нам потрібна повна мобілізація країни , необхідно негайно почати перекидати наявні війська з Центру та Заходу на Схід та Південь .","Нам потрібна повна мобілізація країни , необхідно негайно почати перекидати наявні війська з Центру та Заходу на Схід та Південь ."
NSDC_UA_28_Feb2014-434,Це життєво необхідно !,Це життєво необхідно !
NSDC_UA_28_Feb2014-435,"Ви уявляєте , що почнеться в країні , якщо танки та БТРи почнуть їхати по вулицям міст ?","Ви уявляєте , що почнеться в країні , якщо танки та БТРи почнуть їхати по вулицям міст ?"
NSDC_UA_28_Feb2014-436,Це спровокує масову паніку .,Це спровокує масову паніку .
NSDC_UA_28_Feb2014-437,Люди почнуть масово тікати з країни .,Люди почнуть масово тікати з країни .
NSDC_UA_28_Feb2014-438,"Проблема з продовольством , з паливом …","Проблема з продовольством , з паливом …"
NSDC_UA_28_Feb2014-439,"Жоден танк не повинен виїхати з казарми , жоден солдат не повинен підняти зброю , бо це означатиме програш .","Жоден танк не повинен виїхати з казарми , жоден солдат не повинен підняти зброю , бо це означатиме програш ."
NSDC_UA_28_Feb2014-44,"Військова частина тримається , а цивільна - захоплена таки військовослужбовцями Чорноморського флоту Російської Федерації .","Військова частина тримається , а цивільна — захоплена таки військовослужбовцями Чорноморського флоту Російської Федерації ."
NSDC_UA_28_Feb2014-440,Ніякого воєнного стану й активізації наших військ !,Ніякого воєнного стану й активізації наших військ !
NSDC_UA_28_Feb2014-441,"Ми маємо стати самою мирною нацією на планеті , просто поводити себе як голуби миру …","Ми маємо стати самою мирною нацією на планеті , просто поводити себе як голуби миру …"
NSDC_UA_28_Feb2014-442,"Я Вас не перебивав , Юлія Володимирівна .","Я Вас не перебивав , Юлія Володимирівна ."
NSDC_UA_28_Feb2014-443,"Ще більша паніка буде , коли на Хрещатику будуть російські танки .","Ще більша паніка буде , коли на Хрещатику будуть російські танки ."
NSDC_UA_28_Feb2014-444,"Ми мусимо зробити все для того , аби бути спроможними захищатися , в тому числі і самотужки , якщо не дочекаємося військової допомоги від Заходу .","Ми мусимо зробити все для того , аби бути спроможними захищатися , в тому числі і самотужки , якщо не дочекаємося військової допомоги від Заходу ."
NSDC_UA_28_Feb2014-445,А для цього потрібно діяти .,А для цього потрібно діяти .
NSDC_UA_28_Feb2014-446,Тому я не можу не поставити на голосування РНБО рішення про запровадження в країні воєнного стану .,Тому я не можу не поставити на голосування РНБО рішення про запровадження в країні воєнного стану .
NSDC_UA_28_Feb2014-447,"Хто "" ЗА "" ?","Хто "" ЗА "" ?"
NSDC_UA_28_Feb2014-448,Ясно .,Ясно .
NSDC_UA_28_Feb2014-449,""" ЗА "" - один Турчинов .",""" ЗА "" — один Турчинов ."
NSDC_UA_28_Feb2014-45,"З їхнього боку , ми розуміємо , що йде так само нагнітання і всіляке очікування , що хтось з українського боку - чи то "" Правий сектор "" , чи то Служба безпеки , чи то Міністерство оборони зреагує на провокації і дасть привід застосувати зброю російськими військовими .","З їхнього боку , ми розуміємо , що йде так само нагнітання і всіляке очікування , що хтось з українського боку — чи то "" Правий сектор "" , чи то Служба безпеки , чи то Міністерство оборони зреагує на провокації і дасть привід застосувати зброю російськими військовими ."
NSDC_UA_28_Feb2014-450,"Це означає , що рішення не прийнято .","Це означає , що рішення не прийнято ."
NSDC_UA_28_Feb2014-451,"Ми повинні зробити можливе і неможливе , щоб забезпечити захист країни , зокрема визначитися з форматом , який би дозволив нам масову передислокацію військ для зайняття оборони вздовж російського кордону .","Ми повинні зробити можливе і неможливе , щоб забезпечити захист країни , зокрема визначитися з форматом , який би дозволив нам масову передислокацію військ для зайняття оборони вздовж російського кордону ."
NSDC_UA_28_Feb2014-452,"За результатами обговорення прошу підтримати рішення Ради національної безпеки і оборони України , яке базується на пропозиціях , які не викликали у членів Ради заперечень .","За результатами обговорення прошу підтримати рішення Ради національної безпеки і оборони України , яке базується на пропозиціях , які не викликали у членів Ради заперечень ."
NSDC_UA_28_Feb2014-453,Я зачитаю проект :,Я зачитаю проект :
NSDC_UA_28_Feb2014-454,1 .,1 .
NSDC_UA_28_Feb2014-455,"Начальнику Генерального штабу - Головнокомандувачу Збройних Сил України , керівникам інших військових формувань невідкладно привести Збройні Сили України та відповідні військові формування у бойову готовність ПОВНА згідно з уточненими планами приведення військ ( сил ) у бойову готовність .","Начальнику Генерального штабу — Головнокомандувачу Збройних Сил України , керівникам інших військових формувань невідкладно привести Збройні Сили України та відповідні військові формування у бойову готовність ПОВНА згідно з уточненими планами приведення військ ( сил ) у бойову готовність ."
NSDC_UA_28_Feb2014-456,2 .,2 .
NSDC_UA_28_Feb2014-457,"Генеральному штабу Збройних Сил України невідкладно : – здійснити уточнення Стратегічного замислу застосування Збройних Сил України , інших військових формувань і правоохоронних органів ; – уточнити план територіальної оборони України .","Генеральному штабу Збройних Сил України невідкладно : – здійснити уточнення Стратегічного замислу застосування Збройних Сил України , інших військових формувань і правоохоронних органів ; – уточнити план територіальної оборони України ."
NSDC_UA_28_Feb2014-458,3 .,3 .
NSDC_UA_28_Feb2014-459,"Міністерству оборони України організувати і провести навчальні збори з військовозобов'язаними в необхідних обсягах у час і строки , визначені Генеральним штабом Збройних Сил України .","Міністерству оборони України організувати і провести навчальні збори з військовозобов'язаними в необхідних обсягах у час і строки , визначені Генеральним штабом Збройних Сил України ."
NSDC_UA_28_Feb2014-46,"Відтак їхнє виправдання буде : захист кримчан від озброєного нападу "" Київської хунти "" .","Відтак їхнє виправдання буде : захист кримчан від озброєного нападу "" Київської хунти "" ."
NSDC_UA_28_Feb2014-460,4 .,4 .
NSDC_UA_28_Feb2014-461,"Кабінету Міністрів України невідкладно виділити необхідні фінансові , матеріально-технічні та інші ресурси для належного забезпечення безпеки , прав та інтересів громадян України , суверенітету , територіальної цілісності та недоторканності державних кордонів України .","Кабінету Міністрів України невідкладно виділити необхідні фінансові , матеріально-технічні та інші ресурси для належного забезпечення безпеки , прав та інтересів громадян України , суверенітету , територіальної цілісності та недоторканності державних кордонів України ."
NSDC_UA_28_Feb2014-462,5 .,5 .
NSDC_UA_28_Feb2014-463,"Міністерству закордонних справ України невідкладно звернутися до зовнішньополітичних відомств окремих держав - підписантів Меморандуму про гарантії безпеки у зв'язку з приєднанням України до Договору про нерозповсюдження ядерної зброї від 5 грудня 1994 року ( Сполучених Штатів Америки , Сполученого Королівства Великої Британії та Північної Ірландії ) , із закликом забезпечити безпеку України та провести відповідні консультації офіційних осіб в місті Києві .","Міністерству закордонних справ України невідкладно звернутися до зовнішньополітичних відомств окремих держав — підписантів Меморандуму про гарантії безпеки у зв'язку з приєднанням України до Договору про нерозповсюдження ядерної зброї від 5 грудня 1994 року ( Сполучених Штатів Америки , Сполученого Королівства Великої Британії та Північної Ірландії ) , із закликом забезпечити безпеку України та провести відповідні консультації офіційних осіб в місті Києві ."
NSDC_UA_28_Feb2014-464,6 .,6 .
NSDC_UA_28_Feb2014-465,Міністерству внутрішніх справ України забезпечити посилену охорону об'єктів енергетики та критичної інфраструктури .,Міністерству внутрішніх справ України забезпечити посилену охорону об'єктів енергетики та критичної інфраструктури .
NSDC_UA_28_Feb2014-466,7 .,7 .
NSDC_UA_28_Feb2014-467,"Утворити відповідно до статті 14 Закону України "" Про Раду національної безпеки і оборони України "" Оперативний штаб з питань реагування на ситуацію в Автономній Республіці Крим та місті Севастополі ( далі - Оперативний штаб ) на чолі з Секретарем Ради національної безпеки і оборони України , із включенням до складу Оперативного штабу представників Кабінету Міністрів України , Міністерства оборони України , Міністерства внутрішніх справ України , Адміністрації Державної прикордонної служби України , інших центральних органів виконавчої влади , Служби безпеки України , Генерального штабу Збройних Сил України , а також Генеральної прокуратури України ( за згодою ) , Ради міністрів Автономної Республіки Крим та Севастопольської міської державної адміністрації .","Утворити відповідно до статті 14 Закону України "" Про Раду національної безпеки і оборони України "" Оперативний штаб з питань реагування на ситуацію в Автономній Республіці Крим та місті Севастополі ( далі — Оперативний штаб ) на чолі з Секретарем Ради національної безпеки і оборони України , із включенням до складу Оперативного штабу представників Кабінету Міністрів України , Міністерства оборони України , Міністерства внутрішніх справ України , Адміністрації Державної прикордонної служби України , інших центральних органів виконавчої влади , Служби безпеки України , Генерального штабу Збройних Сил України , а також Генеральної прокуратури України ( за згодою ) , Ради міністрів Автономної Республіки Крим та Севастопольської міської державної адміністрації ."
NSDC_UA_28_Feb2014-468,"Оперативному штабу забезпечувати : – моніторинг та аналіз інформації щодо розвитку ситуації в Автономній Республіці Крим та місті Севастополі ; – напрацювання пропозицій щодо запобігання виникненню загроз національній безпеці України , їх нейтралізації та подання таких пропозицій Раді національної безпеки і оборони України .","Оперативному штабу забезпечувати : – моніторинг та аналіз інформації щодо розвитку ситуації в Автономній Республіці Крим та місті Севастополі ; – напрацювання пропозицій щодо запобігання виникненню загроз національній безпеці України , їх нейтралізації та подання таких пропозицій Раді національної безпеки і оборони України ."
NSDC_UA_28_Feb2014-469,Покласти інформаційне та організаційне забезпечення діяльності Оперативного штабу на Апарат Ради національної безпеки і оборони України .,Покласти інформаційне та організаційне забезпечення діяльності Оперативного штабу на Апарат Ради національної безпеки і оборони України .
NSDC_UA_28_Feb2014-47,"Перед засіданням РНБО була , дійсно , надзвичайно серйозна загроза : 11 вертольотів Російської Федерації ішли в повному бойовому на Сімферополь .","Перед засіданням РНБО була , дійсно , надзвичайно серйозна загроза : 11 вертольотів Російської Федерації ішли в повному бойовому на Сімферополь ."
NSDC_UA_28_Feb2014-470,"Хто "" ЗА "" ?","Хто "" ЗА "" ?"
NSDC_UA_28_Feb2014-471,Рішення прийнято одноголосно .,Рішення прийнято одноголосно .
NSDC_UA_28_Feb2014-472,Прошу Апарат Ради національної безпеки і оборони України та Адміністрацію Президента України підготувати проект відповідного Указу .,Прошу Апарат Ради національної безпеки і оборони України та Адміністрацію Президента України підготувати проект відповідного Указу .
NSDC_UA_28_Feb2014-473,Росією готується рішення щодо введення військ на материкову територію України .,Росією готується рішення щодо введення військ на материкову територію України .
NSDC_UA_28_Feb2014-474,Про це говорили наші військові .,Про це говорили наші військові .
NSDC_UA_28_Feb2014-475,"Це я також зрозумів з тих погроз , що почув під час телефонної розмови з Наришкіним .","Це я також зрозумів з тих погроз , що почув під час телефонної розмови з Наришкіним ."
NSDC_UA_28_Feb2014-476,"Тому прошу , щоб остаточний текст Указу ми затвердили завтра , 1 березня .","Тому прошу , щоб остаточний текст Указу ми затвердили завтра , 1 березня ."
NSDC_UA_28_Feb2014-477,Апарат РНБО України прошу це зробити завтра в робочому порядку .,Апарат РНБО України прошу це зробити завтра в робочому порядку .
NSDC_UA_28_Feb2014-478,Немає заперечень ?,Немає заперечень ?
NSDC_UA_28_Feb2014-479,Добре .,Добре .
NSDC_UA_28_Feb2014-48,"Станом на цю хвилину 3 вертольоти сіли біля міста , інші пішли на Феодосію .","Станом на цю хвилину 3 вертольоти сіли біля міста , інші пішли на Феодосію ."
NSDC_UA_28_Feb2014-480,Для вирішення окремих питань у нас немає часу на бюрократичні зволікання та узгодження .,Для вирішення окремих питань у нас немає часу на бюрократичні зволікання та узгодження .
NSDC_UA_28_Feb2014-481,"Тому на підставі нашого обговорення прошу також негайно виконати мої протокольні доручення : 1 . Міністерству оборони України , Генеральному штабу Збройних Сил України : 1.1 . Негайно розробити та запровадити комплекс заходів щодо відновлення боєздатності Збройних Сил України ; 1.2 . Подати виконуючому обов'язки Президента України проект Указу Президента України Про мобілізацію ; 1.3 . Забезпечити необхідні передислокацію та перегрупування військ для захисту країни від вторгнення з боку Російської Федерації .","Тому на підставі нашого обговорення прошу також негайно виконати мої протокольні доручення : 1 . Міністерству оборони України , Генеральному штабу Збройних Сил України : 1.1 . Негайно розробити та запровадити комплекс заходів щодо відновлення боєздатності Збройних Сил України ; 1.2 . Подати виконуючому обов'язки Президента України проект Указу Президента України Про мобілізацію ; 1.3 . Забезпечити необхідні передислокацію та перегрупування військ для захисту країни від вторгнення з боку Російської Федерації ."
